year,imdb,title,test,clean_test,binary,budget_2013$,domgross_2013$,intgross_2013$,code
2008,tt0970411,City of Ember,ok,ok,PASS,41125740,8519189,12789087,2008PASS
2008,tt1060277,Cloverfield,ok,ok,PASS,27056408,86632922,184810452,2008PASS
2008,tt0489018,Day of the Dead,ok,ok,PASS,19480614,#N/A,#N/A,2008PASS
2008,tt0452608,Death Race,notalk,notalk,FAIL,70346660,39303255,78481785,2008FAIL
2008,tt1034303,Defiance,ok,ok,PASS,54112816,31001030,45745616,2008PASS
2008,tt0832266,"Definitely, Maybe",ok,ok,PASS,7575794,34893728,60458935,2008PASS
2008,tt0483607,Doomsday,ok,ok,PASS,35714458,11914311,23399667,2008PASS
2008,tt0918927,Doubt,ok,ok,PASS,21645126,36197653,55137666,2008PASS
2008,tt1059786,Eagle Eye,notalk-disagree,notalk,FAIL,86580505,109784884,192713668,2008FAIL
2008,tt0808244,Easy Virtue,ok,ok,PASS,15151588,2875321,13697884,2008PASS
2008,tt1129423,Fireproof,men,men,FAIL,541128,36208310,36226687,2008FAIL
2008,tt0486321,Fly Me to the Moon,nowomen,nowomen,FAIL,27056408,15740274,62280329,2008FAIL
2008,tt0800039,Forgetting Sarah Marshall,ok,ok,PASS,32467689,68368797,113824188,2008PASS
2008,tt0369436,Four Christmases,ok,ok,PASS,86580505,130028810,176998734,2008PASS
2008,tt0870111,Frost/Nixon,notalk,notalk,FAIL,31385433,20153811,30459656,2008FAIL
2008,tt0978759,Frozen River,ok,ok,PASS,1082256,2718061,6526145,2008PASS
2008,tt0876563,Gake no ue no Ponyo,ok,ok,PASS,36796715,16331680,222200929,2008PASS
2008,tt0995039,Ghost Town,notalk,notalk,FAIL,21645126,14342754,28801384,2008FAIL
2008,tt1205489,Gran Torino,men-disagree,men,FAIL,27056408,160277075,297125986,2008FAIL
2008,tt1104733,Hamlet 2,ok,ok,PASS,9740307,5288138,5301200,2008PASS
2008,tt0448157,Hancock,nowomen,nowomen,FAIL,162338447,246696294,675702695,2008FAIL
2008,tt1227929,Herb &amp; Dorothy,ok,ok,PASS,89286146,82236872,173580993,2008PASS
2008,tt0962726,High School Musical 3: Senior Year,ok,ok,PASS,11904819,98008500,296963426,2008PASS
2008,tt0465502,Igor,men,men,FAIL,32467689,21134953,33564393,2008FAIL
2008,tt0780536,In Bruges,notalk,notalk,FAIL,16233845,8442492,37374405,2008FAIL
2008,tt0367882,Indiana Jones and the Kingdom of the Crystal Skull,notalk,notalk,FAIL,200217418,343101064,851257517,2008FAIL
2008,tt0494238,Inkheart,ok,ok,PASS,64935379,18726740,62826552,2008PASS
2008,tt0371746,Iron Man,men-disagree,men,FAIL,201299674,344811326,630352749,2008FAIL
2008,tt0373051,Journey to the Center of the Earth,notalk,notalk,FAIL,48701534,110070196,260720275,2008FAIL
2008,tt0489099,Jumper,notalk,notalk,FAIL,89286146,87844867,241465674,2008FAIL
2008,tt0441773,Kung Fu Panda,notalk-disagree,notalk,FAIL,140693320,233155446,683889160,2008FAIL
2008,tt1139797,L&aring;t den r&auml;tte komma in (Let the Right One In),notalk-disagree,notalk,FAIL,4870153,2296640,13255131,2008FAIL
2008,tt0866439,Made of Honor,men,men,FAIL,43290252,49797572,115313044,2008FAIL
2008,tt0467197,Max Payne,ok,ok,PASS,37878971,44034081,92816237,2008PASS
2008,tt0765476,Meet Dave,notalk,notalk,FAIL,64935379,12774146,54814990,2008FAIL
2008,tt1013753,Milk,notalk-disagree,notalk,FAIL,21645126,34460447,62006112,2008FAIL
2008,tt1046997,Miracle at St. Anna,men,men,FAIL,48701534,8568101,9859851,2008FAIL
2008,tt0981227,Nick and Norah&#39;s Infinite Playlist,ok,ok,PASS,10822563,34077322,36303849,2008PASS
2008,tt0410377,Nim&#39;s Island,ok,ok,PASS,40043484,51955621,101820495,2008PASS
2008,tt0910936,Pineapple Express,men,men,FAIL,28138664,94525760,109902346,2008FAIL
2008,tt1226681,Pontypool,nowomen-disagree,nowomen,FAIL,1623384,4183,34541,2008FAIL
2008,tt0368563,Possession,ok,ok,PASS,27056408,10934736,16023683,2008PASS
2008,tt0926129,Prom Night,ok,ok,PASS,19480614,47477881,61807319,2008PASS
2008,tt0830515,Quantum of Solace,notalk,notalk,FAIL,248918952,183300049,640362486,2008FAIL
2008,tt1082868,Quarantine,ok,ok,PASS,12987076,34298662,44688323,2008PASS
2008,tt1084950,Rachel Getting Married,ok,ok,PASS,12987076,13849484,14423083,2008PASS
2008,tt0959337,Revolutionary Road,ok,ok,PASS,48701534,24796094,86109680,2008PASS
2008,tt1032755,RocknRolla,notalk,notalk,FAIL,19480614,6169538,30080599,2008FAIL
2008,tt0814314,Seven Pounds,ok,ok,PASS,58441841,75705803,180322655,2008PASS
2008,tt1000774,Sex and the City,ok,ok,PASS,62229738,165203458,449403966,2008PASS
2008,tt1010048,Slumdog Millionaire,notalk,notalk,FAIL,15151588,152944384,416148834,2008FAIL
2008,tt0811080,Speed Racer,ok,ok,PASS,129870757,47560583,101076746,2008PASS
2008,tt0942903,Stargate: The Ark of Truth,dubious-disagree,dubious,FAIL,7575794,#N/A,#N/A,2008FAIL
2008,tt0838283,Step Brothers,notalk-disagree,notalk,FAIL,70346660,108732985,139036162,2008FAIL
2008,tt0862846,Sunshine Cleaning,ok,ok,PASS,5411282,13054780,17816707,2008PASS
2008,tt0383028,"Synecdoche, New York",dubious,dubious,FAIL,21645126,3337178,4744112,2008FAIL
2008,tt0936501,Taken,ok,ok,PASS,27056408,156928235,245608963,2008PASS
2008,tt0200465,The Bank Job,ok,ok,PASS,21645126,32533339,71583685,2008PASS
2008,tt0844286,The Brothers Bloom,dubious,dubious,FAIL,21645126,3822265,5986778,2008FAIL
2008,tt0499448,The Chronicles of Narnia: Prince Caspian,ok,ok,PASS,243507670,153270751,453996009,2008PASS
2008,tt0421715,The Curious Case of Benjamin Button,dubious-disagree,dubious,FAIL,173161010,137997773,356938225,2008FAIL
2008,tt0468569,The Dark Knight,dubious-disagree,dubious,FAIL,200217418,577216380,1085385502,2008FAIL
2008,tt0970416,The Day the Earth Stood Still,ok,ok,PASS,86580505,85895413,252238208,2008PASS
2008,tt0406759,The Eye,ok,ok,PASS,12987076,34003083,61600619,2008PASS
2008,tt0865556,The Forbidden Kingdom,notalk-disagree,notalk,FAIL,59524097,56358790,139692526,2008FAIL
2008,tt0852713,The House Bunny,ok,ok,PASS,27056408,52205219,76014858,2008PASS
2008,tt0887912,The Hurt Locker,notalk-disagree,notalk,FAIL,16233845,18417633,53998338,2008FAIL
2008,tt0800080,The Incredible Hulk,notalk,notalk,FAIL,148810243,145895632,285085699,2008FAIL
2008,tt0981072,The Lucky Ones,ok,ok,PASS,15151588,288927,288927,2008PASS
2008,tt0467200,The Other Boleyn Girl,ok,ok,PASS,43290252,29020656,84107503,2008PASS
2008,tt0976051,The Reader,notalk,notalk,FAIL,35173330,37007113,122315840,2008FAIL
2008,tt0416212,The Secret Life of Bees,ok,ok,PASS,11904819,40876996,43272961,2008PASS
2008,tt1018785,The Sisterhood of the Traveling Pants 2,ok,ok,PASS,29220920,47716642,47911629,2008PASS
2008,tt0482606,The Strangers,dubious-disagree,dubious,FAIL,9740307,56924095,89883201,2008FAIL
2008,tt420238,The Tale of Despereaux,ok,ok,PASS,64935379,55062111,97925059,2008PASS
2008,tt0430770,The Women,ok,ok,PASS,17316101,29114940,54225162,2008PASS
2008,tt1125849,The Wrestler,notalk,notalk,FAIL,6493538,28396504,50470238,2008FAIL
2008,tt0882978,Three Kingdoms: Resurrection of the Dragon,notalk,notalk,FAIL,21645126,#N/A,23960711,2008FAIL
2008,tt0800241,Transsiberian,ok,ok,PASS,16233845,2384904,6904335,2008PASS
2008,tt0942385,Tropic Thunder,nowomen,nowomen,FAIL,97403068,119547447,203641087,2008FAIL
2008,tt1099212,Twilight,ok-disagree,ok,PASS,40043484,208626391,430655689,2008PASS
2008,tt0985699,Valkyrie,notalk,notalk,FAIL,97403068,89911432,220674342,2008FAIL
2008,tt0497465,Vicky Cristina Barcelona,ok,ok,PASS,17316101,25126430,113100998,2008PASS
2008,tt0910970,WALL-E,notalk-disagree,notalk,FAIL,194806136,242217798,576399965,2008FAIL
2008,tt1185616,Waltz with Bashir,nowomen,nowomen,FAIL,2164513,2471710,12040820,2008FAIL
2008,tt0493464,Wanted,notalk,notalk,FAIL,81169223,145572728,370582375,2008FAIL
2008,tt0494652,"Welcome Home, Roscoe Jenkins",dubious,dubious,FAIL,29762049,45927188,47194630,2008FAIL
2008,tt1152850,Wendy and Lucy,ok,ok,PASS,324677,936904,1532525,2008PASS
2008,tt1033643,What Happens In Vegas,ok,ok,PASS,37878971,86880989,236511649,2008PASS
2008,tt1068680,Yes Man,notalk-disagree,notalk,FAIL,54112816,105726675,244580160,2008FAIL
2007,tt1038988,[Rec],ok,ok,PASS,2359441,#N/A,30468201,2007PASS
2007,tt0450385,1408,ok,ok,PASS,25279728,80878983,147480104,2007PASS
2007,tt0463854,28 Weeks Later,ok,ok,PASS,16853152,32177067,72168247,2007PASS
2007,tt0381849,3:10 to Yuma,nowomen,nowomen,FAIL,53930087,60229701,79964640,2007FAIL
2007,tt0389722,30 Days of Night,men,men,FAIL,33706305,44457488,90193752,2007FAIL
2007,tt0411061,88 Minutes,notalk,notalk,FAIL,33706305,19022584,37026824,2007FAIL
2007,tt0445922,Across the Universe,ok,ok,PASS,50559457,27351175,32995262,2007PASS
2007,tt0783233,Atonement,ok,ok,PASS,33706305,57278425,146285687,2007PASS
2007,tt0416508,Becoming Jane,ok,ok,PASS,18538467,20969716,44228231,2007PASS
2007,tt0442933,Beowulf,ok,ok,PASS,168531522,92349898,219085603,2007PASS
2007,tt0445934,Blades of Glory,ok,ok,PASS,68536152,133246132,163581806,2007PASS
2007,tt0398808,Bridge to Terabithia,ok,ok,PASS,28088587,92393631,155031909,2007PASS
2007,tt0283503,Brooklyn Rules,ok,ok,PASS,8988348,514844,514844,2007PASS
2007,tt0423977,Charlie Bartlett,men,men,FAIL,13482522,4438327,5950184,2007FAIL
2007,tt0472062,Charlie Wilson&#39;s War,ok,ok,PASS,84265761,74896639,134277795,2007PASS
2007,tt0795368,Death at a Funeral,ok-disagree,ok,PASS,23594413,48019515,55028051,2007PASS
2007,tt0848557,Diary of the Dead,ok,ok,PASS,3089745,1070310,6060896,2007PASS
2007,tt0486822,Disturbia,ok-disagree,ok,PASS,22470870,90119077,132098426,2007PASS
2007,tt0765443,Eastern Promises,ok,ok,PASS,56177174,19303898,62207616,2007PASS
2007,tt0461770,Enchanted,ok,ok,PASS,95501196,143484229,382436383,2007PASS
2007,tt0486576,Fantastic Four: Rise of the Silver Surfer,dubious,dubious,FAIL,134825218,148219809,323822443,2007FAIL
2007,tt0452623,Gone Baby Gone,ok,ok,PASS,21347326,22808178,38896737,2007PASS
2007,tt0427327,Hairspray,ok,ok,PASS,84265761,133557691,227935344,2007PASS
2007,tt0373883,Halloween,ok,ok,PASS,16853152,65467925,87090800,2007PASS
2007,tt0367959,Hannibal Rising,notalk,notalk,FAIL,56177174,31088139,90538854,2007FAIL
2007,tt0373889,Harry Potter and the Order of the Phoenix,ok-disagree,ok,PASS,168531522,328080020,1059438513,2007PASS
2007,tt0465494,Hitman,nowomen-disagree,nowomen,FAIL,19662011,44590850,112315914,2007FAIL
2007,tt0498353,Hostel: Part II,ok,ok,PASS,8426576,19712359,37758262,2007PASS
2007,tt0425112,Hot Fuzz,notalk-disagree,notalk,FAIL,17976696,26536733,91841386,2007FAIL
2007,tt0787475,Hot Rod,notalk,notalk,FAIL,28088587,15660322,16105323,2007FAIL
2007,tt0480249,I Am Legend,ok-disagree,ok,PASS,168531522,288068696,657733649,2007PASS
2007,tt0758758,Into the Wild,notalk,notalk,FAIL,22470870,20621917,63362472,2007FAIL
2007,tt0467406,Juno,ok,ok,PASS,7864804,161223170,260044254,2007PASS
2007,tt0478311,Knocked Up,ok-disagree,ok,PASS,30897446,167140312,246229599,2007PASS
2007,tt0805564,Lars and the real Girl,ok,ok,PASS,14044294,6692364,11857251,2007PASS
2007,tt0337978,Live Free or Die Hard,notalk,notalk,FAIL,123589783,151149634,430914277,2007FAIL
2007,tt0465538,Michael Clayton,men-disagree,men,FAIL,24156185,55091699,104475669,2007FAIL
2007,tt0758766,Music and Lyrics,men,men,FAIL,44941739,56820503,162937935,2007FAIL
2007,tt0477348,No Country for Old Men,dubious,dubious,FAIL,28088587,83449513,184318713,2007FAIL
2007,tt0481141,No Reservations,ok,ok,PASS,31459218,48433689,102990511,2007PASS
2007,tt1179904,Paranormal Activity,dubious,dubious,FAIL,505595,121251476,218173082,2007FAIL
2007,tt0808417,Persepolis,ok,ok,PASS,8201867,4992356,25552185,2007PASS
2007,tt0449088,Pirates of the Caribbean: At World&#39;s End,ok,ok,PASS,337063045,347647302,1079721346,2007PASS
2007,tt0477071,Premonition,ok,ok,PASS,22470870,53764481,91525361,2007PASS
2007,tt0382932,Ratatouille,nowomen-disagree,nowomen,FAIL,168531522,231950669,703955827,2007FAIL
2007,tt0432021,Resident Evil: Extinction,ok,ok,PASS,50559457,56905993,164220396,2007PASS
2007,tt00293564,Rush Hour 3,notalk,notalk,FAIL,202237827,157437618,284285677,2007FAIL
2007,tt0822854,Shooter,notalk-disagree,notalk,FAIL,67412609,52810568,107527136,2007FAIL
2007,tt0413267,Shrek the Third,ok-disagree,ok,PASS,179766957,362589890,907071412,2007PASS
2007,tt0964587,St. Trinian&#39;s,ok,ok,PASS,12808396,16853,25219695,2007PASS
2007,tt0486655,Stardust,ok,ok,PASS,78648044,43408033,152303819,2007PASS
2007,tt0448134,Sunshine,notalk-disagree,notalk,FAIL,44941739,4144258,35987783,2007FAIL
2007,tt0829482,Superbad,notalk-disagree,notalk,FAIL,19662011,136469216,190848721,2007FAIL
2007,tt0815244,Sydney White,ok,ok,PASS,18538467,13361645,15321020,2007PASS
2007,tt0780622,Teeth,dubious-disagree,dubious,FAIL,2247087,390519,2641047,2007FAIL
2007,tt0825232,The Bucket List,notalk,notalk,FAIL,50559457,105013679,195845194,2007FAIL
2007,tt0385752,The Golden Compass,ok,ok,PASS,230326414,78769081,418222056,2007PASS
2007,tt0419887,The Kite Runner,nowomen,nowomen,FAIL,22470870,17752075,83345293,2007FAIL
2007,tt0756683,The Man from Earth,notalk,notalk,FAIL,224709,#N/A,#N/A,2007FAIL
2007,tt0425430,The Messengers,ok,ok,PASS,17976696,39745163,60418363,2007PASS
2007,tt0884328,The Mist,ok,ok,PASS,14606065,28755697,61544892,2007PASS
2007,tt0481369,The Number 23,notalk,notalk,FAIL,35953391,39541053,87179297,2007FAIL
2007,tt0775529,The Savages,ok,ok,PASS,10111891,7441321,11956776,2007PASS
2007,tt0780607,The Signal,men,men,FAIL,56177,282178,456495,2007FAIL
2007,tt0462538,The Simpsons Movie,ok,ok,PASS,81456903,205760152,592187212,2007PASS
2007,tt0857191,The Visitor,dubious,dubious,FAIL,4494174,10591674,21543741,2007FAIL
2007,tt0469494,There Will Be Blood,nowomen-disagree,nowomen,FAIL,28088587,45191743,86747344,2007FAIL
2007,tt0453556,TMNT,notalk-disagree,notalk,FAIL,39324022,60838866,107968055,2007FAIL
2007,tt0418279,Transformers,notalk-disagree,notalk,FAIL,169655066,358686980,795775055,2007FAIL
2007,tt0861739,Tropa de Elite,ok-disagree,ok,PASS,7345604,9824,16088238,2007PASS
2007,tt0473308,Waitress,ok,ok,PASS,1685315,21456928,24961971,2007PASS
2007,tt0498399,We Own the Night,nowomen,nowomen,FAIL,31459218,32091974,62140782,2007FAIL
2007,tt0496436,White Noise 2: The Light,notalk,notalk,FAIL,11235435,#N/A,9262006,2007FAIL
2006,tt0416449,300,nowomen-disagree,nowomen,FAIL,69347781,243427977,524918705,2006FAIL
2006,tt0405296,A Scanner Darkly,notalk,notalk,FAIL,23115927,6358748,8558769,2006FAIL
2006,tt0437800,Akeelah and the Bee,ok,ok,PASS,9246371,21784947,21913233,2006PASS
2006,tt0429591,Aquamarine,ok,ok,PASS,13869556,21494740,26558990,2006PASS
2006,tt0416496,Bandidas,ok,ok,PASS,40452872,#N/A,21266653,2006PASS
2006,tt0454082,Black Christmas,ok,ok,PASS,10402167,18765207,18765207,2006PASS
2006,tt0450259,Blood Diamond,notalk,notalk,FAIL,115579635,66317186,198077969,2006FAIL
2006,tt0479647,"Bon Cop, Bad Cop",notalk,notalk,FAIL,9246371,14645442,14645442,2006FAIL
2006,tt0443453,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,notalk,notalk,FAIL,20804334,148526717,302324822,2006FAIL
2006,tt0470705,Bug,ok,ok,PASS,4623185,8098328,8098328,2006PASS
2006,tt0317219,Cars,notalk-disagree,notalk,FAIL,80905744,282110219,533594150,2006FAIL
2006,tt0381061,Casino Royale,notalk,notalk,FAIL,117891227,193439856,689276488,2006FAIL
2006,tt0206634,Children of Men,ok,ok,PASS,87840522,41091314,80270290,2006PASS
2006,tt0424345,Clerks II,dubious,dubious,FAIL,5778982,27910249,29928737,2006FAIL
2006,tt0479884,Crank,nowomen,nowomen,FAIL,13869556,32175530,50768266,2006FAIL
2006,tt0405094,Das Leben Der Anderen,nowomen-disagree,nowomen,FAIL,2311593,13042765,93847250,2006FAIL
2006,tt0398913,DOA: Dead or Alive,ok,ok,PASS,34673890,555145,8964615,2006PASS
2006,tt0457430,El laberinto del fauno (Pan's Labyrinth),ok-disagree,ok,PASS,18492742,43497951,100602327,2006PASS
2006,tt0449010,Eragon,notalk,notalk,FAIL,115579635,86719588,288357452,2006FAIL
2006,tt0457572,Fido,men,men,FAIL,9246371,344554,485204,2006FAIL
2006,tt0414982,Final Destination 3,ok,ok,PASS,28894909,62526330,130371575,2006PASS
2006,tt0424095,Flushed Away,nowomen,nowomen,FAIL,172213656,74740347,205345335,2006FAIL
2006,tt0470765,For Your Consideration,ok,ok,PASS,13869556,6414581,6414581,2006PASS
2006,tt0436331,Friends with Money,ok,ok,PASS,7512676,15451191,20247613,2006PASS
2006,tt0438097,Ice Age: The Meltdown,notalk,notalk,FAIL,86684726,225762418,753462808,2006FAIL
2006,tt0417225,Idlewild,ok,ok,PASS,17336945,14643840,14643840,2006PASS
2006,tt0454848,Inside Man,dubious-disagree,dubious,FAIL,57789817,102443127,213399577,2006FAIL
2006,tt0493430,Jackass Number Two,notalk,notalk,FAIL,12713760,84117369,98564824,2006FAIL
2006,tt0452637,Lady in the Water,men,men,FAIL,86684726,48873044,84124832,2006FAIL
2006,tt0408985,Last Holiday,ok,ok,PASS,52010836,44382535,50095967,2006PASS
2006,tt0498380,Letters from Iwo Jima,notalk,notalk,FAIL,15025353,15899229,79468028,2006FAIL
2006,tt0404203,Little Children,ok,ok,PASS,16181149,6314137,17063043,2006PASS
2006,tt0449059,Little Miss Sunshine,ok,ok,PASS,9246371,69221912,116216452,2006PASS
2006,tt0490166,London To Brighton,ok,ok,PASS,953532,#N/A,705933,2006PASS
2006,tt0425210,Lucky Number Slevin,notalk-disagree,notalk,FAIL,31206501,26000177,64141457,2006FAIL
2006,tt0483726,Man of the Year,notalk,notalk,FAIL,23115927,43275535,47783141,2006FAIL
2006,tt0422720,Marie Antoinette,ok,ok,PASS,46231854,18449366,70344622,2006PASS
2006,tt0482546,Miss Potter,ok,ok,PASS,34673890,3473867,41482984,2006PASS
2006,tt0385880,Monster House,ok,ok,PASS,86684726,85137126,163276310,2006PASS
2006,tt0457510,Nacho Libre,nowomen-disagree,nowomen,FAIL,36985483,92692547,114766488,2006FAIL
2006,tt0477347,Night at the Museum,ok,ok,PASS,127137598,289946849,663982857,2006PASS
2006,tt0465551,Notes on a Scandal,ok,ok,PASS,31784400,20238130,57503632,2006PASS
2006,tt0907657,Once,men,men,FAIL,173369,10917487,21956864,2006FAIL
2006,tt0400717,Open Season,notalk,notalk,FAIL,98242689,98364347,219487695,2006FAIL
2006,tt0401711,Paris je t&#39;aime,dubious,dubious,FAIL,15025353,5614135,5614135,2006FAIL
2006,tt0396171,Perfume: The Story of a Murderer,ok,ok,PASS,73624227,2569674,154418394,2006PASS
2006,tt0383574,Pirates of the Caribbean: Dead Man&#39;s Chest,men-disagree,men,FAIL,260054178,489266869,1225855881,2006FAIL
2006,tt0409182,Poseidon,men,men,FAIL,184927415,70127732,209979090,2006FAIL
2006,tt0451176,Quinceanera,ok,ok,PASS,462319,1956408,2915828,2006PASS
2006,tt0405508,Rang De Basanti,ok,ok,PASS,6125721,2540087,33746588,2006PASS
2006,tt0439289,Running with Scissors,ok,ok,PASS,13869556,7928763,10063173,2006PASS
2006,tt0454945,She&#39;s the Man,men-disagree,men,FAIL,28894909,39168966,63891969,2006FAIL
2006,tt0423169,Sherrybaby,dubious,dubious,FAIL,2311593,230207,719837,2006FAIL
2006,tt0367027,Shortbus,ok,ok,PASS,2311593,2294593,2294593,2006PASS
2006,tt0384537,Silent Hill,ok,ok,PASS,57789817,54302354,115559561,2006PASS
2006,tt0439815,Slither,ok,ok,PASS,17625894,9018043,14944843,2006PASS
2006,tt0475394,Smokin&#39; Aces,dubious-disagree,dubious,FAIL,19648538,41218854,64779219,2006FAIL
2006,tt0417148,Snakes on a Plane,ok,ok,PASS,38141279,39321133,71683430,2006PASS
2006,tt0405336,Southland Tales,ok,ok,PASS,19648538,318283,421411,2006PASS
2006,tt0430634,Stick It,ok,ok,PASS,23115927,31103330,35135878,2006PASS
2006,tt0420223,Stranger Than Fiction,ok,ok,PASS,34673890,46734845,52282667,2006PASS
2006,tt0348150,Superman Returns,notalk,notalk,FAIL,268144752,231297965,451770741,2006FAIL
2006,tt0446046,Take the Lead,ok,ok,PASS,34673890,40154753,75578093,2006PASS
2006,tt0429589,The Ant Bully,men,men,FAIL,52010836,32527039,57340095,2006FAIL
2006,tt0452594,The Break Up,notalk,notalk,FAIL,60101410,137316349,234562168,2006FAIL
2006,tt0382625,The Da Vinci Code,notalk,notalk,FAIL,144474543,251427474,887444081,2006FAIL
2006,tt0783238,The Dead Girl,ok,ok,PASS,3814128,22971,22971,2006PASS
2006,tt0407887,The Departed,notalk,notalk,FAIL,104021671,154080367,335803963,2006FAIL
2006,tt0458352,The Devil Wears Prada,ok,ok,PASS,40452872,144174568,377426561,2006PASS
2006,tt0414993,The Fountain,dubious,dubious,FAIL,40452872,11724410,17870505,2006FAIL
2006,tt0433386,The Grudge 2,ok,ok,PASS,23115927,45242306,81765471,2006PASS
2006,tt0464049,The History Boys,notalk,notalk,FAIL,4276446,3155666,15517247,2006FAIL
2006,tt0457939,The Holiday,ok-disagree,ok,PASS,98242689,73138793,237158227,2006PASS
2006,tt0468492,The Host,ok,ok,PASS,57789817,30771576,67253922,2006PASS
2006,tt0443543,The Illusionist,nowomen,nowomen,FAIL,19070640,46080031,96846559,2006FAIL
2006,tt0410297,The Lake House,dubious,dubious,FAIL,46231854,60482951,132720223,2006FAIL
2006,tt0446755,The Painted Veil,dubious,dubious,FAIL,22422449,9316281,17474248,2006FAIL
2006,tt0482571,The Prestige,notalk,notalk,FAIL,46231854,61361102,124705810,2006FAIL
2006,tt0454921,The Pursuit of Happyness,nowomen-disagree,nowomen,FAIL,63568799,187916346,355205844,2006FAIL
2006,tt0436697,The Queen,dubious-disagree,dubious,FAIL,17336945,65235123,148965821,2006FAIL
2006,tt0460989,The Wind That Shakes the Barley,notalk-disagree,notalk,FAIL,9593110,2114116,29669493,2006FAIL
2006,tt0370032,Ultraviolet,notalk,notalk,FAIL,34673890,21407734,23950486,2006FAIL
2006,tt0441909,Volver,ok,ok,PASS,10864486,14909619,98936014,2006PASS
2006,tt0758794,We Are Marshall,notalk,notalk,FAIL,75126763,50329573,50329573,2006FAIL
2006,tt0455857,When a Stranger Calls,ok,ok,PASS,17336945,55316660,77374176,2006PASS
2006,tt0477139,Wristcutters: A Love Story,notalk,notalk,FAIL,1155796,515676,531824,2006FAIL
2006,tt0376994,X-Men: The Last Stand,ok,ok,PASS,242717233,270875277,530926095,2006PASS
2006,tt0463034,"You, Me and Dupree",notalk,notalk,FAIL,62413003,87611686,150718167,2006FAIL
2006,tt0383060,Zoom,ok,ok,PASS,40452872,13857222,14454606,2006PASS
2006,tt0389557,Zwartboek,ok,ok,PASS,25427520,5083807,31481990,2006PASS
2005,tt0402022,AEon Flux,ok,ok,PASS,65616822,30849435,57209924,2005PASS
2005,tt0398712,Assault on Precinct 13,ok,ok,PASS,35790994,23909452,42997982,2005PASS
2005,tt0372784,Batman Begins,notalk,notalk,FAIL,178954969,244981925,445357804,2005FAIL
2005,tt0388500,Beauty Shop,ok,ok,PASS,29825828,43368365,45754431,2005PASS
2005,tt0374536,Bewitched,ok,ok,PASS,95442650,75534696,156477397,2005PASS
2005,tt0383222,BloodRayne,dubious,dubious,FAIL,29825828,2869746,4301386,2005FAIL
2005,tt0357507,Boogeyman,men,men,FAIL,23860663,55777141,80163307,2005FAIL
2005,tt0439478,Boynton Beach Club,ok,ok,PASS,3459796,3731178,3731178,2005PASS
2005,tt0393109,Brick,notalk,notalk,FAIL,536865,2476430,4876515,2005FAIL
2005,tt0388795,Brokeback Mountain,notalk,notalk,FAIL,16583160,99073958,207704444,2005FAIL
2005,tt0379725,Capote,dubious,dubious,FAIL,8351232,34300335,59561080,2005FAIL
2005,tt0367594,Charlie and the Chocolate Factory,ok,ok,PASS,178954969,246312517,566045396,2005PASS
2005,tt0451094,Chinjeolhan geumjassi,ok,ok,PASS,5368649,252526,28002720,2005PASS
2005,tt0352248,Cinderella Man,men,men,FAIL,104986915,73550386,129491710,2005FAIL
2005,tt0393162,Coach Carter,ok,ok,PASS,53686491,80249227,91469619,2005PASS
2005,tt0360486,Constantine,notalk,notalk,FAIL,89477485,90642097,275453129,2005FAIL
2005,tt0435623,Conversations with Other Women,nowomen-disagree,nowomen,FAIL,536865,452658,1084540,2005FAIL
2005,tt0121164,Corpse Bride,dubious,dubious,FAIL,35790994,63659187,136925192,2005FAIL
2005,tt0257516,Cursed,ok,ok,PASS,41756160,23019456,29962909,2005PASS
2005,tt0342258,Danny the dog,notalk,notalk,FAIL,51300425,29274195,58503506,2005FAIL
2005,tt0382628,Dark Water,ok,ok,PASS,71581988,30390244,59023039,2005PASS
2005,tt0342272,Dear Wendy,notalk,notalk,FAIL,9544265,27566,532615,2005FAIL
2005,tt0421054,Domino,ok,ok,PASS,59651656,12132195,27403019,2005PASS
2005,tt0419706,Doom,notalk,notalk,FAIL,83512319,33658253,65154327,2005FAIL
2005,tt0120667,Fantastic Four,notalk-disagree,notalk,FAIL,104390399,184557548,394556433,2005FAIL
2005,tt0408790,Flightplan,ok,ok,PASS,65616822,107023409,269275914,2005PASS
2005,tt0369441,Fun with Dick and Jane,ok,ok,PASS,167024638,131889812,240751838,2005PASS
2005,tt0433383,"Good Night, and Good Luck.",notalk,notalk,FAIL,8351232,37581997,67510048,2005FAIL
2005,tt0424136,Hard Candy,ok-disagree,ok,PASS,1133381,1222429,9862884,2005PASS
2005,tt0330373,Harry Potter and the Goblet of Fire,notalk-disagree,notalk,FAIL,178954969,345995160,1070044630,2005FAIL
2005,tt0400497,Herbie Fully Loaded,ok,ok,PASS,59651656,78752930,171928818,2005PASS
2005,tt0382077,Hide and Seek,ok,ok,PASS,29825828,60964573,146862958,2005PASS
2005,tt0386588,Hitch,men,men,FAIL,65616822,212102508,437585770,2005FAIL
2005,tt0443536,Hoodwinked!,ok,ok,PASS,20878080,61305929,131046803,2005PASS
2005,tt0450278,Hostel,notalk,notalk,FAIL,5726559,56462050,98116369,2005FAIL
2005,tt0410097,Hustle &amp; Flow,dubious,dubious,FAIL,3340493,26488687,28112307,2005FAIL
2005,tt0396652,Ice Princess,ok,ok,PASS,29825828,29087739,30699527,2005PASS
